Segment,KodKraju,Miasto,KodPocztowy,anon_NrKarty,anon_Nazwa,anon_IdKlienta,anon_Plec,anon_DataUr
01,PL,WRZEŚNIA,62-300,01e3a2c3cc5f64046e4682bdbd0fd044,e67d9e433f011d509e5b28b710c89778,b0a7d1536f5d0a5748b716c8b33a8987,K,1969-12-31 00:00:00.000
01,PL,WRZEŚNIA,62-300,02fe7f6ac8a5eab3a30b9e0c0822f378,42e235bcdab95f94b359803da04e0f1b,40916e89af0b58ff3136226efc5b66ba,K,1961-12-07 00:00:00.000
01,PL,ŻELAZKOWO,62-220,4a27daf04a713bcbcecf86444743cbe4,76079c8eec0b49d6b7516d6bdf7a9f3c,576a50f50e98060a06b2a7030ed279e2,K,1983-07-23 00:00:00.000
01,PL,WRZEŚNIA,62-300,b659862c608356e3f224b06c5d225727,1d55f11412aa8afe526290efa8518780,0e35d88a8ac1307ea58bdca7979fcf71,K,1947-03-25 00:00:00.000
01,PL,GNIEZNO,62-200,d55bd2a7ddaea0ff36a32f29900adab9,043039c58a1a1852c1bbf3fe30e3c892,32ae218b383002742a6610e75cb6ee59,K,1996-01-06 00:00:00.000
01,PL,ORZECHOWO,62-322,aa1811ed26d8be3289311c829ca6c7c0,ccdb581657ffd1603a85d487168d1350,b01fa93a2f2118bb4ada0ff06c0c5d95,K,1944-06-02 00:00:00.000
01,PL,PSARY POLSKIE,62-300,035f900ce234f0367ac192327e49fe74,3c7b0221762c546933f81335395243fe,2fba3bec9c75adb7d53a5a2d0868553e,K,1961-02-06 00:00:00.000
01,PL,CIENIN KOŚCIELNY,62-400,1050ac3ed0e7eb6e6cf5485889fbd018,ed40378a46903a5f7dfe0190b6574533,d1ef989648f1a69750b72458cc240110,K,1997-09-15 00:00:00.000
01,PL,GNIEZNO,62-200,de6410f4122102fa2d93fe8bc5268757,f4e12917f9f7db8e40fa659d782a7e3b,97f85b40fd157249942b35a77b404911,K,1993-09-12 00:00:00.000
01,PL,GNIEZNO,62-200,8c102721ef95918b270054f3dbca951a,49d2a5413af009588cd426e384ee04ff,bfdf934e8ddc8596dfecae8c61fd0b68,K,1947-02-25 00:00:00.000
01,PL,GNIEZNO,62-200,0eb327f0244148df8c7da2f8c82fe0a9,5dba7e43ab4e7452e4bd9b6c728bacfd,fe463c99c92b37c247ece61555bcf332,K,1984-01-27 00:00:00.000
01,PL,WRZEŚNIA,62-300,0877d643064bbcb0fe0cefa7ec6e0587,15e1b10dafc8f7830cb50af5dcba40a0,b9c2af6927ce5a6f1bb8d830f98d328b,K,1974-02-27 00:00:00.000
01,PL,WRZEŚNIA,62-300,164e58528959a2cbfab2736c7f77a3dd,1790e3f1729cb7a70c3c1fb062881bfc,ad19a3c6821d07a55fdd03676073a26f,K,1992-01-29 00:00:00.000
01,PL,PIEKARY,62-200,2209bf538be3ec636ec4534f08f663d4,42312c092636cddce8c5d0230de892f7,f703d58e74136709e53e98264cab3293,K,1952-08-09 00:00:00.000
01,PL,PIEKARY,62-200,0a907f7e249ee80aef4d3f5b8fa0d1e5,542baa9fddc7f32ea566d3cf6979ed67,4d07b6ee15e956a859f58b15c381174b,K,1955-11-15 00:00:00.000
01,PL,WRZEŚNIA,62-300,92bea50eb03571911ffa952172f99adf,70d088350b9972080adb6330ee21e464,0c4852c38e9b2799db4e33401c03598b,K,1973-09-25 00:00:00.000
01,PL,TRZEMESZNO,62-240,834fda458db3d0066d63e64b2fb2c5b6,01731d446fe1af5f96470ad5837b587a,b28ea1efb544e075eca67d17c34fb303,K,1968-08-28 00:00:00.000
01,PL,JAROSZYN,62-405,1c231c7cfeed7a5a431640b01e16a988,e7002ceab5b8b919091ccbbc4094a430,da3a2bef97eb9d7572407b4ebe7f47a3,K,1970-01-12 00:00:00.000
01,PL,GNIEZNO,62-200,4742c5b0d9f83794b1b9205b3c60a000,a4ccb73e9b0dd977948ab57dbf4dace5,feddccca7c0a8e73bfad7398fb85feaa,K,1969-08-30 00:00:00.000
01,PL,GNIEZNO,62-200,9b666c895d97534d504710202043d55b,c10d4c9007418458ce72c1245cec251e,84b0c8e9c22aaa6b1749e258cf1e8d1a,K,1988-10-02 00:00:00.000
01,PL,WRZEŚNIA,62-300,2d5b29a94f4b34c26306be798c1ce996,1b3ee2d4e96f0e4375a49acdfb49f91e,bc308ff73fc31963bcb6660c73d09a43,K,1969-12-09 00:00:00.000
01,PL,NIDZICA,13-100,5ad95d919cc541db5c8456d4f3e138f4,f9760d1aa9d5f1a177fa8a4ec5d73873,2efc3428e5b98b19c42ce05b61dc95fd,M,1968-02-17 00:00:00.000
01,PL,NIDZICA,13-100,6a1e2161eeaf3976475d4a9f8125650d,042233a030a8bea788989094bafd9da4,9cc9fd49ff3e5f9cd0e0ff34c1954b74,M,1968-06-10 00:00:00.000
01,PL,NIDZICA,13-100,97cb6a0d37c9ca493c8e44953081409a,57a3387408ea00736bb79cfa5ad98149,bf56b6e3bccd56ce621195ed34e1f2e6,M,1998-08-30 00:00:00.000
01,PL,NIDZICA,13-100,226d363228459f24cec54c7d642b886a,d577e075561ad418ca0b46a791a8d1bc,353c3ba7f2886b5ca7507227aeb0dbf9,M,1965-04-08 00:00:00.000
01,PL,NIDZICA,13-100,ec9385c65d7cb07b6b3a3a93cc742c0d,780e340ae1562ed8b5c5e19b702f1c92,97b364254d52e1fcadf7eabb0b6ab505,M,1951-08-25 00:00:00.000
01,PL,NIDZICA,13-100,813b0b726b3942806a4b1bd570af0269,59ae8349a6d61ab11545ae67e32261df,30b922fdbb84d0d6065dec2e23a2fc1e,M,1948-01-31 00:00:00.000
01,PL,NIDZICA,13-100,9bf53d1ad04a970fcc4e2a9ffcaa88f7,eba6adf52d4fa765c5d7b2de55180c5e,9bdf57949449a83396e44ef49eb6fc9c,M,1991-11-25 00:00:00.000
01,PL,NIDZICA,13-100,6ceee0db9f8d583292b8081c8df20f6d,233753e9d29224067ce93dc16e1f2f58,e54d2753effa44fae9a9a0cde039812b,M,1985-06-27 00:00:00.000
01,PL,NIDZICA,13-100,77c700cde41e53c32aef1f3f4c060a12,134b4f93b361a9c243c8c7e3eb0972e8,e16685cf5f0f9ea137a6f0c664ae148a,M,1995-08-07 00:00:00.000
01,PL,NIDZICA,13-100,f7241f62a0b55d34cc450cfb1187310d,9da1f510d0a3f914668af159eb5a0c43,3320c68075abf489a2eed6c6270b0006,M,1957-09-29 00:00:00.000
01,PL,JANOWIEC KOŚCIELNY,13-111,02248159fbc897d2e30fd1f70ee88e4e,2c5a91613965c0add0e14e6ef2f1d548,dea2f24af2cebe0121bcbc7d3dd8ec56,M,1993-08-13 00:00:00.000
01,PL,NIDZICA,13-100,3628deabf86987f326369e78df07f358,46eb7c427d5a175dca8ea72b28a02332,99a93ae5908e008b57bc34e59b371061,M,1954-09-16 00:00:00.000
01,PL,JANOWO,13-113,98f3ee3d3dc0ad53f6a8dbbcf8d2da92,80b05c8e5f6ad4b04a60a17481655e5d,6155583935a1979acd4075d352505d3d,M,1970-02-17 00:00:00.000
01,PL,SŁUPSK,76-200,cc3bc354bf4cb80a7df4dfb400cfdf49,d57f963d7d45074097255aaca8e97520,1eafc4fbac2a6ad386dee43092dac142,M,1978-03-18 00:00:00.000
01,PL,KEPICE,77-230,527458d4bfbd903cf7a8a5bc85d2f9de,d6030dfd5e3c08dce2627806c4596732,486433bd5c23744a3db4e3e73617ac67,M,1976-05-17 00:00:00.000
01,PL,SŁUPSK,76-200,79b7c20b21e73d76543bcdad1262003d,53d9f237cb304138a4ebde413fe9dd5c,da9701232a95a25bf7918a7aedccf08a,M,1957-03-06 00:00:00.000
01,PL,GAŁĘZINOWO,76-200,c03fd79c2692d6abd1de8e52eb046657,c5cafe75199930cf8627e5b6e190da6f,c24f8475ea73bd4f6274dc2ddd9504fd,M,1997-03-02 00:00:00.000
01,PL,SŁUPSK,76-200,c30a7b002f18ed1b6c2b5b0aeebf47bb,bd98dac4d711bc343140bcb13418b93f,d2bdd838732ab8154aede686214651f6,M,1979-11-12 00:00:00.000
01,PL,SŁUPSK,76-200,fc0a0d760abdc3aff2f7be09f4b6578b,876824ec9082fc991ff22b9a1ac18dc9,1780eb8575289203c9a838bec34d03c5,M,1951-10-26 00:00:00.000
01,PL,SŁUPSK,76-200,247a79cac798fa3db5cf830137a2891d,021921787ef3b8128d3a0d2fe06a3bb4,cc714af401e9953f4a6fddf41cfe4fc1,M,1995-05-17 00:00:00.000
01,PL,SŁUPSK,76-200,e0be067957312a503a6d769692a7d61c,f7d3980f361cc38e9b4693b74ec399c7,efa19605c837719da94bae0aeef1b1ae,M,1955-07-01 00:00:00.000
01,PL,SŁUPSK,76-200,d4b125ba6d49cb009aedde17ca3761a1,9551db9a33a64e8a0fb1c53d25308ae9,49bc3f3abadc44b6afaf94ca645fefd5,M,1944-05-20 00:00:00.000
03,PL,SŁUPSK,76-200,26f15328e30b5761c4f89c223c8ef8da,9e5b58d5b563ef7736b6480242fb494c,5e7c3f51f95acfda464672f16689ce38,M,1996-11-18 00:00:00.000
03,PL,SŁUPSK,76-200,d542e6fe49e00fd7fc16a7d0674d15f3,f5d2954af518df4b1b0b6ba86d8c4937,93675011b57e1fc40795a02dd982b41b,M,1998-05-03 00:00:00.000
03,PL,SŁUPSK,76-200,e6b8444eb06d1b324da1df4f5c9b6359,cc064bf7f7d381a8ec1f027996e9d9db,00e0d8154147ba2c35ca37ae85120a0f,M,1949-10-29 00:00:00.000
01,PL,SŁUPSK,76-200,c49a028bd54f81313ebe6c517e6697fb,026db33adb6af8cccefe7c54c399dac6,2fe607177caf13b4883257b790703177,M,1967-07-09 00:00:00.000
01,PL,OLECKO,19-400,c00d0c4172ab0f14d633ced98e2b9629,da44f8a326ed621bf8f1613e3ea02cbc,2393daefefd1e1ff2aac02830e4b5873,K,1969-09-10 00:00:00.000
01,PL,WIELICZKI,19-404,10cdcaad8edc05685e07489bcc2426d8,61d5ad05418fac69eefe7940baf3a60c,7d5cd99947dae57fc44ab542bcce00f2,K,1976-07-20 00:00:00.000
01,PL,OLECKO,19-400,70bf97eb24dd7ab49eb89d6efab5f943,e26bea5a32150def0e11a681e084bf1b,64a0bb59c9d1b757e52064653c3b8865,K,1966-03-23 00:00:00.000
01,PL,WARSZAWA,02-378,588d7ffc578371b934ba12f8a8143afb,723b98b64fd7d045a452ee345558c030,2645f6cb49bb12e01e6f547d686185c3,K,1955-10-08 00:00:00.000
01,PL,OLECKO,19-400,064a0ccd5ca5de6ced4ba5b65a4fb6ab,1739f9b6c0cf27fe7513d81ba4bc3ce4,5ebdd92d2a39a13fe8919c36d448bb61,K,1999-05-26 00:00:00.000
01,PL,OLECKO,19-400,3c7fc0cb54b689624daec7c32aa520b0,ed13c356093e3fef135d1da1e6f5a811,847b3d9a27ea0a8750dd38eed9c8d96e,K,1993-09-23 00:00:00.000
01,PL,OLECKO,19-400,e36e5461f3e74e768fba222c8ec97bd0,db55954e938801b9e2ffdbb54ee1bb49,990351181f868f3bdaba4ae0a5b66338,K,1972-02-18 00:00:00.000
01,PL,KOWALE OLECKIE,19-420,4760bdb108c231ba41a2625071e14c6a,35af5c81f21c49419baac89c14168c99,2b4335bf2a02df25e85f0b4f6f50a53a,K,1995-06-25 00:00:00.000
01,PL,OLECKO,19-400,94b3b076459e129497dc49aa7cb613c0,cdf7218720ed164819ef5e2628df00ba,0f499ea4744143570a50ff27de4dd9ef,K,1945-03-19 00:00:00.000
01,PL,OLECKO,19-400,85e4154536ea6694736f741b235dac94,0856d13420a9525e5c79e08e847fe3ac,5082ea819454799e6c56a99b459630ee,K,1951-11-21 00:00:00.000
01,PL,OLECKO,19-400,0f380d9aa52cb9c1d94835d72f658d49,0633271e9d84a508520c2b6de61d0433,607bb12ec85b830dd917d0637aa57dca,K,1946-09-06 00:00:00.000
01,PL,OLECKO,19-400,498de65ecda97607f7bf60d4a13960e0,6025689d3e17bfb082cf43de5b5800e5,7ff46c66f8727057162dce30a22f2b5f,K,1987-11-10 00:00:00.000
03,PL,OLECKO,19-400,b9188e782abb5688c29b10a367a6bb04,0d88a5f64333e65a3c161dab7c5aa483,c17bb9d38f658e15100c6c216a6d718b,K,1983-10-07 00:00:00.000
03,PL,KRAKÓW,30-654,db6ef29c34250c396ca3d0a639f2e907,1e19abf4e67136210a546c872aa0bcc1,eaca631ea7e84bac764f160ed206b1ee,K,1949-09-11 00:00:00.000
03,PL,ŁUCZYCE,32-010,8ef48a307539bb1844a8015b3fecbbf4,37a0f2c0eedaf890098bb8277f137d0c,ab9d87a74afa37048919856683ba424b,K,1991-12-29 00:00:00.000
03,PL,ŁUCZYCE,32-010,6f8be9184809b0c83510422eea1a96a3,b764e2585c8c4126d3ad0656d24a0b80,95a9212ccfdca0677ec4260caf5b5e2b,K,1977-10-27 00:00:00.000
01,PL,KRAKÓW,31-580,044aabe8f9a979c965c18a87b6c9a3c4,aba2ac235370c1f289c93f5c3a81008e,a037b8e0c72b446a4212a747e2e6938c,K,1999-01-05 00:00:00.000
03,PL,KRAKÓW,31-422,144f7409e6117ce9b8b9fda817ced358,4d538cd8a6f8809d66be68ece9113466,06627b36fb46e4249f00e83a4b2bff6c,K,1989-10-05 00:00:00.000
03,PL,KRAKÓW,31-586,dba0e5041af442234bcdcb1ae8b35a5a,c39af09a306056392c3a4494b362cbcc,78a908d9e5f83d587cf8f2c8f430e851,K,1992-05-19 00:00:00.000
03,PL,KRAKÓW,31-589,00fc76c572a6986ad6bd1ac673b51f3c,3c764a649b6efb1145dcbd0f7439050e,f4bb7cb1d98b2309379033db85823f9d,K,1956-05-18 00:00:00.000
01,PL,KRAKÓW,31-589,2fcc50e04bd14a333e12ded12514375e,3f3f67b1ed5dcf9af5040f3aba2e95be,2a6c0dbdf768324c2dde528cb26e6423,K,1952-04-01 00:00:00.000
03,PL,KRAKÓW,31-546,3777dfe8c15590e3a92733aa19815cd1,7c024fb4c7a944f4e7110aac0be60c30,3f5859711db225057fbb469c7fc44835,K,1952-02-16 00:00:00.000
01,PL,NIEPOŁOMICE,32-005,a0a6505ecceb61079ba2c57252f57bce,98f7d58d086483e17f1f085cbccf0847,fc6545211450a1a9967bcb8185ae88b5,K,1982-03-02 00:00:00.000
01,PL,ŚWIĄTNIKI GÓRNE,32-040,a515c4769d94eaadd9f7729b2416b844,e663f42bfed442314a0ed334d9feb2b5,8083c54eacefa6f08089466f5d7cf0b1,K,1950-01-30 00:00:00.000
03,PL,KRAKÓW K1,31-635,5ae064da71ca7f5776fafca4b0806171,0f36bc0c70e0e95ef670531599ab82db,02f78fa07fa6c332f0d94ba85aaa7883,K,1965-08-14 00:00:00.000
03,PL,KRAKÓW,31-207,881375b25fd94febcc02cb786490f722,db3031170a3be5622b3019761a869df6,acb361cc7ee46b162c012dff5ebcf590,K,1953-12-21 00:00:00.000
01,PL,RZESZÓW,35-205,f594b46c8b316bfaa5666c290f045410,08c9a07820526ab22f983eebcd61e032,86abe681e2975a5e46bb4401ce5b76a4,M,1981-01-12 00:00:00.000
01,PL,RZESZÓW,35-021,ee834a7f35ea76fa11427763a28e6d89,0adc07c28f4fc6743c1776481613f3dd,d9af8856cbb6b528ff6fd30634f95f39,M,1966-06-12 00:00:00.000
01,PL,HYŻNE,36-024,8654ab548f35f8eda099b4d3c9d0ff38,674661b54c485afb0aa76a46224b237a,f5f1b6d0851348efe604f837857d5772,M,1944-03-09 00:00:00.000
03,PL,RZESZÓW,35-330,1e10aa5dd7ec9617069bf930b07c3af4,aac53223b92def63d51b376f397c9521,cda72637faa06681edcbfcfb8c50ab7c,M,1998-09-03 00:00:00.000
03,PL,RZESZÓW,35-505,172b635061fd27e210d3d5e5416aa987,781dd947ef68d3767a25f560a4837539,1ccc615047e95a41cae237882e45eec3,M,1955-04-30 00:00:00.000
01,PL,DYNÓW,36-065,aeb4156800514b9838bb4cf19521955d,0f921ba50d51f2dfb4cda97b2d4386ac,5713910bf8586e5ed10e618297f7b004,M,1957-01-25 00:00:00.000
01,PL,TYCZYN,36-020,c46b8b28fae525526553129316290dfc,63d8ed972c9b7e41aa4fbab3d644cee0,c721fc5d36c96c0c2dfee149629397e3,M,1992-01-26 00:00:00.000
01,PL,RZESZÓW,35-311,4ae89339ced5b28a7b592e42b326c309,dc100dffa9fe710bff57cff75cd79833,6c7d854b6b36141d09363023d56a6f42,M,1971-03-27 00:00:00.000
01,PL,RZESZÓW,35-328,e5289af776941b8a96f25e273d9a0c4c,2d03b939694508972b268bc38e7f88ee,50c48e082d08aa8d311e44360aa6d25f,M,1981-03-17 00:00:00.000
01,PL,BOGUCHWAŁA,36-040,1cacd1e7482ace335b3f8e3b450f7163,53d091b3ac9413fe976ebce3bb61ef48,41a0efbdd59f6cc9085e4ce30d122219,M,1993-07-14 00:00:00.000
01,PL,JĘDRZEJÓWKA,37-610,47d87c622988031fcbefe0196102ed3a,dceae58b67ee3a75bee20bbd1f95f121,b5373213dcaca40a4314ea00e3edcd48,M,1988-02-09 00:00:00.000
01,PL,RZESZÓW,35-209,57f42405308ad7c182b968da4587c660,4f04394c5862c51bc43cdb3a18458e95,17fb46d98c042c7cdfd0fc2e4dc412a0,M,1948-09-25 00:00:00.000
01,PL,ZARZECZE,37-400,8d1e12cacda8610eff8a47e3fc8a5da7,2f0cb2c8947d728354534d973339c428,8f8ebfc199957a6c93ee22c75288a148,M,1995-11-17 00:00:00.000
01,PL,ZGŁOBIEŃ,36-046,cb4e26a2999856202d2531e643b014aa,03cb68c24788e3698a96b8217a678d9f,aaee398b4fe63b5dfba578ce107200dc,M,1999-09-13 00:00:00.000
03,PL,PRZEWORSK,37-200,0340a2f0563f1e4cdde9ee31bf4cda19,0401676b06523004159533fb79a08664,d59444febcca315556ae1649666ec208,M,1986-02-17 00:00:00.000
01,PL,RZESZÓW,35-505,4e46bbf4dead0bd95bc9ed7e2a8f181e,6c22c2bac846cefc96809a63c93b73d0,ba4253edd3ddbeb3a127c4b5068e0749,M,1969-09-28 00:00:00.000
01,PL,RZESZÓW,35-615,a6d975cd895836379cc3748935d23120,06df6b4b1429cd0314bba92d3fe332ee,937d59eaf5e5c17c6ffd6d1f6f38293a,M,1957-02-08 00:00:00.000
03,PL,RZESZÓW,35-310,0b07cfe238e4fe6fbb7d7ee8ec709d12,62b000abd7b6474b20315f9becfb28ef,9ddae2980dbffaf9fd9c60ea21166e23,M,1974-01-10 00:00:00.000
03,PL,TRZEBOWNISKO,36-001,f112120ce112e5f2ce309544b0e802ec,2f86c0708db7dc475fd933f4ee05091c,14c0b9538a86cdc47268ec8bde9dbb3c,M,1969-06-05 00:00:00.000
01,PL,ROPA,38-312,c3d91bed364ca176ffa4fff6133cd4d3,617ad4fffa7fe89ef49737ce1c281316,ec657486ae284888eb32b0eab6b93a8a,M,1952-02-01 00:00:00.000
01,PL,LASZKI,37-543,cc351681c04591ed7d4ee9dd8ff0b95e,edb22062b7187982954004d57b870166,e5dd1f7e4a52043b11d0d2bb7a3c52bd,M,1985-12-12 00:00:00.000
01,PL,RANIŻÓW,36-130,4fca95f33d4566cc78d3437caeceb6d3,ae8ab88cfd36858e68a549fcb764a1ab,0c01f58f6239a3efdbc9fad0ae69d22f,M,1950-01-06 00:00:00.000
03,PL,ŁAŃCUT,37-100,a2b17eed53c38ba22a3f74559a2d2d95,c70197e9248bcc3f186fbf71fa28643a,74d8fbfa22d3f2b2121900fa40e3fa7d,M,1992-04-19 00:00:00.000
03,PL,STALOWA WOLA,37-450,e982a2a0f8381e2f44053a2e9db7f6d6,5108d7fddc1621eb2e944c9402565785,038a1b7c965b5c471b169a4b63b64331,M,1999-10-20 00:00:00.000
01,PL,RZESZÓW,35-083,508aa8d1f8c14778cd373dc2ccf6e2cb,e0666eafc2a479367647be45eb220f83,d98570bdfc396ff9db71535e078ad2ab,M,1999-05-14 00:00:00.000
01,PL,OPOLE,45-265,10b0e85c70a2c7a0eb7df0d719271eca,2ece1694c18a37e62c3f51cc0430f6fb,699fcfe5fde09fa24dd26fc54ea2ef1b,K,2001-12-18 00:00:00.000
01,PL,WIELICZKA,32-020,21c4a6d78f7833d75ecc479c0ef4ce36,e15caadf37860f24e9b05789b3066370,6bb179052e06cad0bd1bfac31b4427d1,K,1958-04-14 00:00:00.000
03,PL,CHEŁM,22-100,677796ba15458ef16a3bc18286ab46c5,a1174bfb87202f639e85734dff73e801,49a97cdb885b5f2e093c97e9674298a9,K,1964-06-03 00:00:00.000
01,PL,KOŚCIERZYNA,83-400,a01981d697ac9bc0e39355275ed52ad1,ee713894192c91de085bc15a81ee263e,1a0afa04bbe6b1f5a64ab02f390c8e95,K,1955-09-11 00:00:00.000
01,PL,SIERADZ,98-200,ece95e650754691948ef62c5c2ef63a3,36449f1adcda86fb955b99b14e914b4d,973d0db0b598105b49153a1e3cdcb0a8,K,1984-10-25 00:00:00.000
01,PL,SOCHACZEW,96-500,69558f2fdc419e81f648f0d0e6929c9a,c1b0fef4adcbe12172a959e226c382ea,b38bd3d2168aa908c634cb787b57d30e,K,1961-02-27 00:00:00.000
03,PL,ŁUKÓW,21-400,1feeb157104b346acde831d2e5f7d98f,f8bdc1e16bea031200c0f1186e8e4837,7ae7d18af6de65b99d513f2c2150ab1e,K,1954-01-20 00:00:00.000
01,PL,WROCŁAW,53-204,8765b41621ccfe7e769043334ab5bf13,0b010c6cc5e5eab9cfd37d4bb90d64c6,af66ef1ff0002b3e4a0ec71a80d89ced,K,1967-04-12 00:00:00.000
01,PL,STRZYŻEWICE,23-107,ba7e7819cf5c2543934dd025636c12ac,23e1a11ea644498b8d81f1123cd56e39,9cb702fbc145e5d1528819e20a834433,K,1998-03-16 00:00:00.000
01,PL,SUWAŁKI,16-400,0e6fd35027b470f5832927a05f0b579f,d0603ad41508019f1bcf045da0072e5a,7ce5d866395618c96b61340c9eaeedd8,K,1967-12-05 00:00:00.000
01,PL,NIEDŹWIADA,21-104,44ab8d4da7a8aa28778758519394dbea,e78b039884a06964572d9a6c65aabde0,fe9545748855d6542a2c7a5fb7bd80d3,K,1982-04-25 00:00:00.000
01,PL,CZŁUCHÓW,77-300,e81d8aff498246e5c7a70d8b7e147300,0417bc3796960e8a836c64374fcb82b1,8a29c617ec01d8b1652ec4154f570ba0,K,1948-02-04 00:00:00.000
01,PL,MIĘDZYRZECZ,66-300,e651373539a48bfe268ed87f0cf82ebf,0f4ad14f03d7ca5042ad2cce3fbeaba9,6fa49099891a854bc25eb5c951082c6a,K,1989-01-18 00:00:00.000
01,PL,KRAKÓW,30-079,31e9ccc8e732def4daa9c2cba075373a,0896abd33e8300f70e47545233c3e774,bf5ca9342f37a12542073aee196bea59,K,1972-09-03 00:00:00.000
01,PL,WŁOCŁAWEK,87-800,495e4dce4d40a585b6b31eeb0c745136,2183e654c4b1b41fbfc66751063862f5,9b86b48ed68c1a14ae2aa5f7b3506602,K,1989-10-20 00:00:00.000
01,PL,WARSZAWA,03-439,d24d681cd990b8d9da0dda8627e6e271,1a21b0086c2bcfd5bc7458361d8cbea4,576770ba93f1ad8b5357204ea7c9d7eb,K,1951-05-20 00:00:00.000
01,PL,TOMASZÓW MAZOWIECKI,97-200,6ee3227ba4c432bdf3c4e4597261ca51,8c3cac52d62ae794030564a7fb96d037,51f248157cc658b0a85fdcc11210a861,K,1948-04-30 00:00:00.000
01,PL,GOLENIÓW,72-100,cf115c3665f812c21ffe1247d8ecdfc5,2c80338a3e362b5472ef08dcd1c9b8e3,99ef9568bfb6282477f48f2827e992cd,K,1979-04-21 00:00:00.000
01,PL,MAŁKINIA,07-320,9675c5627dea3959c9364c54d5db6262,902a36aba2966acaf6d2d0f42368d755,f59870ccbf53fc91b6fc23d65c5c5fe2,K,1952-07-21 00:00:00.000
01,PL,PNIEWY,62-045,446d34f1081c56c8efc7ed56a8598cbd,f5894f4cc04c25756ea3d9c412ad98ff,a7617616c5fd43cf33425edf6d7dd07e,K,1957-10-16 00:00:00.000
01,PL,LOMIANKI,05-092,0d3ed7a57492183492b1b760b5017ef8,88fc69260dbd7105d622ca1c7f2cda1d,aa9bbfa7682d96afb578fd369e1540fe,K,1979-08-08 00:00:00.000
01,PL,MRAGOWO,11-700,35ed59857d7c74b6a636853e2094867c,21065c0524c61b080660c14904b3704b,cc00fa4c3ae737037edbbb758195a83b,K,1985-02-19 00:00:00.000
03,PL,SADOWNE,07-140,479eef2f6c75996fac87f329088cf133,17de0a8c866ff2ec78fc94440844151d,b4abd100a44e301f82b024ed35cbdebf,M,1989-11-26 00:00:00.000
03,PL,WARSZAWA,04-502,da813a4f5f0edf0ef7415aa923e955eb,62805f9c5c5b541d48ee8ea742f41cb4,adfc7ba0d4bb3fe7ba592bea58246ec0,M,1990-05-16 00:00:00.000
03,PL,WARSZAWA,00-714,be72e9acfbe21695b2f1b80b0730aeee,a4879c5e2407b59fb6c4df207d501fea,2b704e6d3a169ea25d7146be4824caa7,M,1970-05-25 00:00:00.000
01,PL,WARSZAWA,02-758,ec1b624495264ab376bf5f03f9ab6c84,81fb279927541ae711ff9e9ce5197b01,46dd947b6a9c303a8327ce3ade1766e1,M,1966-03-23 00:00:00.000
03,PL,WARSZAWA,00-773,85c42a223ba85585925ea8693c792592,51e2c4931a5637d5c5fa172f4815f51c,8e1bd4168ff6ead0bb40e7689806b589,M,1947-10-12 00:00:00.000
03,PL,WARSZAWA,00-773,dd3fe10366c35064ef797f549c11e89d,790e0e7f2f5a016c897ba56af1b5b659,30d08aa6688a27c864300aafd00f301d,M,1990-02-05 00:00:00.000
03,PL,WARSZAWA,01-604,cc81acb16792ef72a25d61544d306dd6,0e1f01b68bbd590fa93b0fbb1811dece,4b4507bd5f8b44256f7eaf8aeebc63b6,M,1944-04-13 00:00:00.000
03,PL,KONSTANCIN-JEZIORNA,05-510,1b50fd072fce8501805ca80534b29e65,5910c72105c8286cdde9279294789b53,b8fb638c4cefbdaf61352b44566c6566,M,1999-07-27 00:00:00.000
01,PL,WARSZAWA,01-926,3fc3d1da46bc4c10f421e2c60c5e4b7a,a7e2dfa102e6b0a2528d52d03c1837dc,e5bac3966a83a21e88924af55297e789,M,1991-01-23 00:00:00.000
03,PL,WARSZAWA,03-982,23f9415ecf259d894005ad74ef216ac5,240fb2496ecd52ea67a1fe23bfc5298d,0b934503bf65c0513aa72541ef79df07,M,1993-06-30 00:00:00.000
03,PL,OPATÓW,27-500,7400515fa0b794fb440b12da77a200cf,81dca16feff9e6db0a68029ace82900c,dcfcaa5670cdf03913d81621cbe7e6c8,M,1977-10-05 00:00:00.000
03,PL,WARSZAWA,02-764,c34ad679c2f104909a32e627107ece4f,ad8b3189c016be43740c3a3d318fc80f,700cf56aa98fa9f1db502b1e393fa7e8,M,1973-12-25 00:00:00.000
03,PL,PIASECZNO,05-501,4ea3fe82c090736334d2bbaa1e4f42eb,ef5fe4c6e0dfbbf626149de2cc4caef3,34d6c3e34968327f9f7baef3d9f558de,M,2000-12-06 00:00:00.000
03,PL,LUBLIN,20-572,258a1654bf1b199a50054c71a4d1e03a,e17575004b48a55eb62e34cfd2fe05fe,4db3895a99265809321a66c3f52e0111,M,1993-06-05 00:00:00.000
03,PL,LUBLIN,20-572,064efb35525a6e0b032ec04dfa789747,6c1c96e59cd9369dbccedea6a6757323,5ca77e4ef62454eaddf3163f87e09ffb,M,2000-03-18 00:00:00.000
03,PL,LUBLIN,20-618,79b0ef2a84076b258266a08eb7efe827,7e7f618ece582260652dda2f61ec1629,25f9ff144e1f82ebaa33aa2d7841985c,M,1980-04-25 00:00:00.000
03,PL,KOCK,21-150,ab826756b3523ff71dd79b24a6765011,65e58cb89aa23f2ffa0da3a9b0ad188f,6e9c0ac1149d8bc99bbef71b69f77cb2,M,1998-07-31 00:00:00.000
